id_batalha,tempo_de_batalha,torres_derrubadas_jogador1,torres_derrubadas_jogador2,vencedor,deck_jogador1,deck_jogador2,trofeus_jogador1,trofeus_jogador2
110,9,2,1,Jogador_335,"Dragão, Canhão, Mago, Bárbaros, Foguete, P.E.K.K.A, Gigante, Arqueiras","Dragão, Foguete, Canhão, Bola de Fogo, P.E.K.K.A, Cura, Golem, Mini P.E.K.K.A",1025,4962
111,8,2,3,Jogador_371,"Mago, P.E.K.K.A, Golem, Dragão, Arqueiras, Bárbaros, Bola de Fogo, Mini P.E.K.K.A","Cavalaria, Mago, Canhão, P.E.K.K.A, Cura, Mini P.E.K.K.A, Dragão, Bola de Fogo",4849,4679
112,7,0,1,Jogador_214,"Foguete, Canhão, Dragão, Mago, Bola de Fogo, Cavalaria, Bárbaros, Gigante","Mini P.E.K.K.A, Gigante, Cura, Canhão, Bárbaros, P.E.K.K.A, Arqueiras, Bola de Fogo",2436,1896
113,8,2,2,Jogador_882,"Golem, Canhão, Cura, Foguete, P.E.K.K.A, Mini P.E.K.K.A, Bárbaros, Mago","P.E.K.K.A, Canhão, Gigante, Dragão, Mini P.E.K.K.A, Cura, Golem, Bárbaros",1752,1745
114,6,2,0,Jogador_915,"Bárbaros, P.E.K.K.A, Arqueiras, Golem, Bola de Fogo, Mini P.E.K.K.A, Dragão, Gigante","Arqueiras, Cavalaria, Mago, Cura, Canhão, P.E.K.K.A, Golem, Bola de Fogo",4787,3594
115,9,1,2,Jogador_738,"P.E.K.K.A, Cavalaria, Mini P.E.K.K.A, Golem, Bola de Fogo, Dragão, Gigante, Arqueiras","Bola de Fogo, Mago, Foguete, Arqueiras, Gigante, Cavalaria, Golem, Bárbaros",1413,673
116,3,0,1,Jogador_207,"Bola de Fogo, Cavalaria, Cura, Foguete, Gigante, Dragão, Mago, Mini P.E.K.K.A","Mini P.E.K.K.A, Cavalaria, Bola de Fogo, Dragão, Golem, Cura, Canhão, Gigante",158,1443
117,8,3,3,Jogador_425,"Mago, Bola de Fogo, Gigante, Cavalaria, P.E.K.K.A, Dragão, Golem, Foguete","Mini P.E.K.K.A, Mago, Golem, Cavalaria, Bola de Fogo, Dragão, Arqueiras, Gigante",4596,2092
118,3,1,1,Jogador_740,"Gigante, Golem, Canhão, Cura, Cavalaria, Foguete, Mini P.E.K.K.A, Mago","Dragão, Cura, Bárbaros, P.E.K.K.A, Cavalaria, Arqueiras, Golem, Foguete",2440,2429
119,9,0,0,Jogador_883,"Gigante, Canhão, Bárbaros, Foguete, Mago, Arqueiras, Mini P.E.K.K.A, Cura","Cavalaria, P.E.K.K.A, Foguete, Golem, Dragão, Gigante, Mago, Cura",1681,2042
120,4,2,0,Jogador_913,"Gigante, Canhão, Arqueiras, Cura, P.E.K.K.A, Foguete, Mini P.E.K.K.A, Golem","Canhão, P.E.K.K.A, Mago, Dragão, Bola de Fogo, Mini P.E.K.K.A, Arqueiras, Golem",568,3442
121,9,0,2,Jogador_35,"Bola de Fogo, Dragão, Mini P.E.K.K.A, Cavalaria, Golem, Cura, P.E.K.K.A, Gigante","Canhão, Mini P.E.K.K.A, Cura, Arqueiras, Mago, Gigante, Bola de Fogo, Golem",539,4631
122,3,3,1,Jogador_423,"Gigante, Bárbaros, Canhão, Arqueiras, Cavalaria, Foguete, Mini P.E.K.K.A, Dragão","P.E.K.K.A, Dragão, Cavalaria, Mini P.E.K.K.A, Arqueiras, Bárbaros, Cura, Gigante",1522,4768
123,9,0,1,Jogador_837,"Gigante, Canhão, Cavalaria, Foguete, Bola de Fogo, Mini P.E.K.K.A, Cura, Bárbaros","Cavalaria, Cura, Canhão, P.E.K.K.A, Bárbaros, Arqueiras, Bola de Fogo, Gigante",797,2741
124,5,0,3,Jogador_748,"Canhão, Gigante, Foguete, Golem, P.E.K.K.A, Cavalaria, Mini P.E.K.K.A, Dragão","Arqueiras, Foguete, Canhão, Cavalaria, Gigante, Mini P.E.K.K.A, Bárbaros, Mago",974,1224
125,4,3,0,Jogador_20,"Golem, Mago, Canhão, Gigante, Mini P.E.K.K.A, Arqueiras, P.E.K.K.A, Bárbaros","Bola de Fogo, Mago, Canhão, Gigante, Foguete, Golem, Arqueiras, Cura",4849,1182
126,8,2,3,Jogador_723,"P.E.K.K.A, Dragão, Mago, Gigante, Canhão, Bárbaros, Mini P.E.K.K.A, Bola de Fogo","P.E.K.K.A, Cavalaria, Canhão, Foguete, Mini P.E.K.K.A, Gigante, Golem, Bárbaros",4055,1237
127,8,2,3,Jogador_749,"P.E.K.K.A, Mini P.E.K.K.A, Dragão, Arqueiras, Bola de Fogo, Foguete, Cavalaria, Canhão","Cura, Gigante, Mini P.E.K.K.A, Bárbaros, Canhão, Cavalaria, Mago, P.E.K.K.A",4683,1665
128,8,3,1,Jogador_233,"Mago, Gigante, Dragão, Bárbaros, Arqueiras, Cura, Foguete, Canhão","P.E.K.K.A, Dragão, Golem, Mago, Bárbaros, Gigante, Arqueiras, Mini P.E.K.K.A",3442,3802
129,7,2,3,Jogador_375,"Mago, Gigante, Bárbaros, Arqueiras, Mini P.E.K.K.A, P.E.K.K.A, Dragão, Bola de Fogo","Arqueiras, Bárbaros, Bola de Fogo, Cavalaria, Dragão, Foguete, Cura, Golem",1736,1172
130,9,2,0,Jogador_431,"Cavalaria, Mago, Dragão, Cura, Bárbaros, Mini P.E.K.K.A, Canhão, Foguete","Dragão, Gigante, Bola de Fogo, Arqueiras, Golem, Cavalaria, Canhão, Bárbaros",4724,3067
131,10,2,0,Jogador_822,"Golem, Bola de Fogo, P.E.K.K.A, Gigante, Mago, Mini P.E.K.K.A, Arqueiras, Bárbaros","Mini P.E.K.K.A, P.E.K.K.A, Golem, Dragão, Gigante, Foguete, Mago, Cavalaria",1520,539
132,10,2,3,Jogador_506,"Mini P.E.K.K.A, Arqueiras, Bola de Fogo, Mago, Bárbaros, Golem, Cura, Cavalaria","Mago, Canhão, Cavalaria, Mini P.E.K.K.A, Golem, Gigante, Arqueiras, Bárbaros",4546,532
133,3,2,1,Jogador_180,"Dragão, Mini P.E.K.K.A, Canhão, Cavalaria, Bárbaros, Gigante, Cura, Mago","Gigante, Arqueiras, Mini P.E.K.K.A, Bola de Fogo, Bárbaros, Canhão, Dragão, Foguete",2885,2559
134,7,1,0,Jogador_62,"Mago, Bárbaros, Cura, Arqueiras, P.E.K.K.A, Foguete, Cavalaria, Mini P.E.K.K.A","Mini P.E.K.K.A, Bola de Fogo, Cavalaria, Mago, Foguete, Cura, Arqueiras, Golem",743,667
135,10,3,3,Jogador_374,"Gigante, Foguete, Bárbaros, Canhão, Dragão, Cura, Golem, Arqueiras","Mini P.E.K.K.A, Mago, Dragão, Arqueiras, P.E.K.K.A, Canhão, Gigante, Bola de Fogo",2258,397
136,5,1,2,Jogador_44,"Foguete, Mago, Arqueiras, Golem, Canhão, Mini P.E.K.K.A, Bola de Fogo, Bárbaros","Foguete, Golem, Bola de Fogo, Cura, Bárbaros, Arqueiras, Gigante, Mini P.E.K.K.A",2556,3153
137,4,1,2,Jogador_161,"Bola de Fogo, Canhão, Dragão, Mini P.E.K.K.A, P.E.K.K.A, Bárbaros, Gigante, Foguete","Arqueiras, Bola de Fogo, Mago, P.E.K.K.A, Foguete, Dragão, Canhão, Gigante",3590,1173
138,5,3,0,Jogador_676,"Canhão, Cura, Mini P.E.K.K.A, Bola de Fogo, Foguete, Mago, Bárbaros, Cavalaria","Mini P.E.K.K.A, Canhão, Foguete, Gigante, Mago, Golem, Bola de Fogo, Arqueiras",2588,2270
139,3,0,3,Jogador_227,"Mago, Mini P.E.K.K.A, Dragão, Cura, Golem, Cavalaria, Bola de Fogo, Foguete","Bola de Fogo, Bárbaros, P.E.K.K.A, Golem, Canhão, Mini P.E.K.K.A, Gigante, Cavalaria",2429,4906
140,4,0,1,Jogador_964,"Mago, Gigante, Canhão, Mini P.E.K.K.A, Bárbaros, Arqueiras, Golem, P.E.K.K.A","Canhão, Gigante, Cura, Mini P.E.K.K.A, Dragão, Bárbaros, Bola de Fogo, Golem",3401,780
141,8,1,2,Jogador_988,"Arqueiras, Cavalaria, Cura, Bola de Fogo, Foguete, Mini P.E.K.K.A, Golem, Gigante","Foguete, Golem, Dragão, Arqueiras, Gigante, Canhão, Bola de Fogo, Cura",4386,916
142,6,1,2,Jogador_299,"Cavalaria, P.E.K.K.A, Arqueiras, Foguete, Dragão, Golem, Cura, Gigante","Mini P.E.K.K.A, Golem, Canhão, Arqueiras, P.E.K.K.A, Cavalaria, Bola de Fogo, Bárbaros",2984,1123
143,5,3,0,Jogador_159,"Bárbaros, P.E.K.K.A, Canhão, Mini P.E.K.K.A, Cavalaria, Arqueiras, Cura, Bola de Fogo","Arqueiras, Foguete, Gigante, Cavalaria, Mini P.E.K.K.A, Mago, Canhão, Dragão",1519,3052
144,3,3,3,Jogador_521,"Cavalaria, Mago, Arqueiras, Canhão, Dragão, Mini P.E.K.K.A, Cura, Gigante","Bárbaros, Dragão, Mago, Mini P.E.K.K.A, Cura, Arqueiras, Bola de Fogo, Foguete",1992,3159
145,6,0,2,Jogador_568,"Golem, Mago, Foguete, Dragão, Mini P.E.K.K.A, Gigante, Cura, P.E.K.K.A","Arqueiras, Golem, Bárbaros, Mini P.E.K.K.A, Gigante, Canhão, Cura, Foguete",183,1994
146,9,3,0,Jogador_428,"Foguete, Golem, Mago, Dragão, Bárbaros, Cavalaria, Arqueiras, Bola de Fogo","P.E.K.K.A, Dragão, Canhão, Mago, Cura, Mini P.E.K.K.A, Golem, Foguete",4833,1507
147,8,3,0,Jogador_434,"Bárbaros, Arqueiras, Golem, Bola de Fogo, Canhão, Mago, Gigante, Cavalaria","Dragão, Cavalaria, Bola de Fogo, Gigante, Bárbaros, Canhão, Foguete, Mini P.E.K.K.A",3836,3807
148,9,2,1,Jogador_826,"Golem, Mini P.E.K.K.A, Bola de Fogo, Dragão, Gigante, Cura, Cavalaria, Foguete","Foguete, Bola de Fogo, Bárbaros, Arqueiras, Cura, Cavalaria, Canhão, Gigante",2278,2951
149,4,1,0,Jogador_759,"Dragão, Mini P.E.K.K.A, Canhão, Bárbaros, Cura, Mago, Foguete, P.E.K.K.A","Canhão, Arqueiras, Bola de Fogo, Foguete, Cavalaria, Mini P.E.K.K.A, P.E.K.K.A, Cura",4197,285
150,4,1,0,Jogador_640,"Arqueiras, Foguete, Canhão, Mago, Bola de Fogo, Cavalaria, Bárbaros, Gigante","Cavalaria, P.E.K.K.A, Mini P.E.K.K.A, Bárbaros, Bola de Fogo, Mago, Dragão, Cura",3107,2390
151,7,3,2,Jogador_404,"P.E.K.K.A, Dragão, Bola de Fogo, Mago, Mini P.E.K.K.A, Cavalaria, Cura, Arqueiras","Foguete, Golem, Canhão, Bárbaros, Gigante, Arqueiras, Cavalaria, Cura",3796,1046
152,5,0,1,Jogador_155,"Foguete, Arqueiras, Cura, P.E.K.K.A, Gigante, Cavalaria, Bárbaros, Canhão","Cavalaria, Canhão, Golem, Arqueiras, Gigante, Foguete, Mago, Mini P.E.K.K.A",2764,179
153,5,1,3,Jogador_163,"Mago, Cura, Dragão, Mini P.E.K.K.A, Arqueiras, Golem, P.E.K.K.A, Cavalaria","Bola de Fogo, Dragão, Cura, Bárbaros, Gigante, Golem, Foguete, Canhão",2293,4788
154,5,0,2,Jogador_480,"Cura, Arqueiras, Foguete, Golem, Bola de Fogo, Mini P.E.K.K.A, Bárbaros, Mago","P.E.K.K.A, Mini P.E.K.K.A, Dragão, Arqueiras, Bola de Fogo, Foguete, Cavalaria, Canhão",4043,2134
155,7,1,1,Jogador_696,"Foguete, Arqueiras, Mini P.E.K.K.A, Bárbaros, Canhão, Cavalaria, Gigante, Dragão","Arqueiras, Gigante, Mini P.E.K.K.A, Bola de Fogo, Golem, Mago, Dragão, Bárbaros",602,1730
156,9,1,1,Jogador_176,"Canhão, Mini P.E.K.K.A, Gigante, Bola de Fogo, Dragão, Foguete, Golem, Mago","Golem, Foguete, Bola de Fogo, Mini P.E.K.K.A, Dragão, Gigante, Cavalaria, Mago",4355,2191
157,8,0,3,Jogador_588,"Mini P.E.K.K.A, Gigante, Bárbaros, Mago, Bola de Fogo, Cura, Cavalaria, P.E.K.K.A","Bárbaros, Canhão, Arqueiras, Mago, Mini P.E.K.K.A, Foguete, P.E.K.K.A, Dragão",2634,2847
158,8,3,3,Jogador_505,"Cura, Mago, Golem, Canhão, Arqueiras, Foguete, P.E.K.K.A, Gigante","Cavalaria, Cura, Mago, Gigante, P.E.K.K.A, Bárbaros, Canhão, Golem",2992,912
159,4,0,3,Jogador_622,"Bola de Fogo, Golem, Cura, P.E.K.K.A, Dragão, Arqueiras, Gigante, Bárbaros","Cura, Arqueiras, Cavalaria, Bárbaros, Mini P.E.K.K.A, Dragão, Foguete, Golem",3460,3133
160,6,3,1,Jogador_177,"Canhão, Foguete, Arqueiras, Bárbaros, P.E.K.K.A, Mago, Bola de Fogo, Dragão","Golem, Arqueiras, Foguete, Dragão, Bárbaros, Mago, P.E.K.K.A, Cura",454,2308
161,10,2,2,Jogador_534,"Bola de Fogo, P.E.K.K.A, Foguete, Bárbaros, Mini P.E.K.K.A, Dragão, Cura, Arqueiras","Dragão, Golem, Cura, Arqueiras, Foguete, Gigante, Mago, Mini P.E.K.K.A",3293,2950
162,8,1,2,Jogador_632,"Arqueiras, Golem, Bárbaros, Gigante, P.E.K.K.A, Bola de Fogo, Canhão, Dragão","Arqueiras, Cavalaria, Bola de Fogo, Canhão, Foguete, Golem, Gigante, Mini P.E.K.K.A",678,2471
163,10,3,2,Jogador_545,"Bola de Fogo, Canhão, Golem, Arqueiras, Foguete, P.E.K.K.A, Cavalaria, Gigante","Mago, Canhão, Cavalaria, Mini P.E.K.K.A, Golem, Gigante, Arqueiras, Bárbaros",3952,1528
164,5,3,1,Jogador_51,"P.E.K.K.A, Cura, Bola de Fogo, Bárbaros, Cavalaria, Arqueiras, Canhão, Mini P.E.K.K.A","Canhão, Bola de Fogo, Foguete, Golem, P.E.K.K.A, Mini P.E.K.K.A, Cavalaria, Dragão",2044,4752
165,10,1,0,Jogador_708,"Golem, Mago, Arqueiras, Bárbaros, Cura, Gigante, Dragão, Foguete","Bárbaros, Bola de Fogo, Cura, Cavalaria, Mini P.E.K.K.A, Gigante, Foguete, Canhão",914,410
166,6,3,1,Jogador_802,"Golem, Foguete, Mini P.E.K.K.A, P.E.K.K.A, Cavalaria, Bola de Fogo, Canhão, Cura","P.E.K.K.A, Dragão, Bola de Fogo, Arqueiras, Foguete, Gigante, Bárbaros, Mago",4334,3977
167,9,1,3,Jogador_92,"Foguete, Bola de Fogo, Cavalaria, Gigante, Mago, Canhão, Cura, Bárbaros","Bárbaros, Canhão, Cura, Mago, Golem, Mini P.E.K.K.A, Gigante, Bola de Fogo",112,1759
168,10,1,2,Jogador_928,"Bola de Fogo, Mini P.E.K.K.A, P.E.K.K.A, Cavalaria, Mago, Arqueiras, Cura, Canhão","Mini P.E.K.K.A, Canhão, Bárbaros, Gigante, Dragão, Foguete, Golem, Arqueiras",1052,372
169,9,3,1,Jogador_247,"P.E.K.K.A, Mago, Gigante, Golem, Bola de Fogo, Cavalaria, Arqueiras, Canhão","Bola de Fogo, Foguete, Dragão, Cura, P.E.K.K.A, Gigante, Mago, Arqueiras",1707,790
170,10,1,0,Jogador_581,"Golem, Bárbaros, Arqueiras, Gigante, Mini P.E.K.K.A, Canhão, Bola de Fogo, Foguete","Cavalaria, Dragão, Mini P.E.K.K.A, Canhão, Bárbaros, Gigante, Mago, Foguete",4039,3464
171,3,0,3,Jogador_37,"Golem, Dragão, Cavalaria, Gigante, Mini P.E.K.K.A, Bárbaros, Bola de Fogo, Canhão","Mini P.E.K.K.A, Arqueiras, Gigante, Cavalaria, Canhão, Mago, Cura, Foguete",4411,496
172,9,1,1,Jogador_657,"Dragão, Foguete, Arqueiras, Cura, P.E.K.K.A, Mago, Gigante, Bola de Fogo","Bárbaros, Bola de Fogo, Cura, Cavalaria, Mini P.E.K.K.A, Gigante, Foguete, Canhão",1087,3205
173,10,0,1,Jogador_421,"Cavalaria, Gigante, Cura, Mago, Arqueiras, Mini P.E.K.K.A, Bola de Fogo, Canhão","P.E.K.K.A, Bola de Fogo, Cura, Foguete, Cavalaria, Bárbaros, Mago, Mini P.E.K.K.A",2214,4352
174,8,2,2,Jogador_264,"Cavalaria, Golem, Gigante, Dragão, Cura, Bárbaros, Mago, Mini P.E.K.K.A","Cavalaria, Mago, Canhão, Gigante, Arqueiras, Bárbaros, Cura, Bola de Fogo",1323,432
175,3,1,1,Jogador_901,"Foguete, Bola de Fogo, Dragão, Gigante, Cavalaria, Canhão, Mini P.E.K.K.A, Arqueiras","Bola de Fogo, Bárbaros, Cura, Golem, Cavalaria, Dragão, Canhão, Mago",482,1590
176,3,2,3,Jogador_70,"P.E.K.K.A, Cavalaria, Canhão, Bárbaros, Arqueiras, Bola de Fogo, Gigante, Mini P.E.K.K.A","Mago, Arqueiras, Bola de Fogo, Foguete, Cavalaria, Dragão, Gigante, Bárbaros",473,878
177,3,3,0,Jogador_477,"Dragão, Bola de Fogo, Mini P.E.K.K.A, P.E.K.K.A, Cura, Cavalaria, Foguete, Arqueiras","Canhão, Foguete, Golem, Mini P.E.K.K.A, Gigante, P.E.K.K.A, Dragão, Cavalaria",3554,1037
178,9,2,0,Jogador_494,"Bárbaros, Golem, Mini P.E.K.K.A, Cavalaria, Arqueiras, Bola de Fogo, Mago, Cura","Arqueiras, Golem, Mago, Gigante, Cura, Canhão, Bárbaros, Foguete",2148,1043
179,3,2,2,Jogador_492,"Cavalaria, Golem, Bola de Fogo, Foguete, Bárbaros, Mini P.E.K.K.A, Mago, Dragão","Canhão, Dragão, Cavalaria, Mini P.E.K.K.A, Foguete, P.E.K.K.A, Mago, Gigante",1418,3065
180,6,3,0,Jogador_291,"Mini P.E.K.K.A, Cura, Arqueiras, Cavalaria, Bárbaros, P.E.K.K.A, Bola de Fogo, Foguete","Gigante, Bola de Fogo, Cura, Golem, P.E.K.K.A, Canhão, Bárbaros, Mago",210,2966
181,8,2,3,Jogador_467,"Bola de Fogo, Canhão, Foguete, Gigante, Mago, Mini P.E.K.K.A, Dragão, Cavalaria","Bola de Fogo, Gigante, Cura, Arqueiras, Golem, Canhão, Mini P.E.K.K.A, Cavalaria",4376,92
182,3,0,1,Jogador_935,"Bárbaros, Canhão, Cavalaria, Cura, Dragão, Mago, Gigante, Golem","Canhão, Arqueiras, Cavalaria, Mago, Bola de Fogo, Cura, Mini P.E.K.K.A, Bárbaros",616,4603
183,8,3,1,Jogador_977,"Bárbaros, Cura, Golem, Mini P.E.K.K.A, P.E.K.K.A, Bola de Fogo, Foguete, Gigante","Mini P.E.K.K.A, Bárbaros, Dragão, P.E.K.K.A, Gigante, Golem, Cavalaria, Mago",1584,2781
184,7,3,0,Jogador_65,"Cavalaria, Bola de Fogo, Cura, Canhão, Bárbaros, Golem, Mago, Mini P.E.K.K.A","Canhão, Mago, Arqueiras, Golem, Foguete, Mini P.E.K.K.A, P.E.K.K.A, Bárbaros",1891,219
185,10,3,1,Jogador_967,"Bárbaros, Golem, Canhão, Foguete, Bola de Fogo, P.E.K.K.A, Gigante, Mago","Bárbaros, Dragão, Mini P.E.K.K.A, Bola de Fogo, Cavalaria, Mago, Cura, Golem",4927,4885
186,8,2,2,Jogador_10,"Bárbaros, P.E.K.K.A, Mago, Gigante, Cavalaria, Foguete, Arqueiras, Canhão","Golem, Canhão, Dragão, Mini P.E.K.K.A, P.E.K.K.A, Bola de Fogo, Cavalaria, Cura",861,4271
187,7,1,0,Jogador_931,"Bola de Fogo, Cura, Arqueiras, Mini P.E.K.K.A, Gigante, Bárbaros, Dragão, Golem","Canhão, Foguete, Arqueiras, Bárbaros, P.E.K.K.A, Mago, Bola de Fogo, Dragão",2582,3497
188,10,1,3,Jogador_327,"Cura, Cavalaria, Mini P.E.K.K.A, Bárbaros, Gigante, Golem, P.E.K.K.A, Foguete","Cura, Bárbaros, Cavalaria, Canhão, Foguete, Mago, Dragão, P.E.K.K.A",487,2676
189,7,0,1,Jogador_859,"Mini P.E.K.K.A, Arqueiras, Gigante, Foguete, Bola de Fogo, P.E.K.K.A, Mago, Cura","Mini P.E.K.K.A, Canhão, Foguete, Gigante, Mago, Golem, Bola de Fogo, Arqueiras",1993,1435
190,8,0,3,Jogador_229,"Bola de Fogo, Canhão, Mini P.E.K.K.A, P.E.K.K.A, Bárbaros, Foguete, Cura, Cavalaria","Arqueiras, Cura, Mago, Bárbaros, Foguete, Bola de Fogo, Gigante, Mini P.E.K.K.A",219,310
191,8,0,3,Jogador_654,"Canhão, Dragão, Cavalaria, Mini P.E.K.K.A, Foguete, P.E.K.K.A, Mago, Gigante","Cura, Foguete, Golem, P.E.K.K.A, Dragão, Gigante, Mini P.E.K.K.A, Bárbaros",1344,524
192,5,2,2,Jogador_618,"Gigante, Foguete, Dragão, Canhão, Bárbaros, Mini P.E.K.K.A, Arqueiras, Cura","P.E.K.K.A, Dragão, Cavalaria, Mini P.E.K.K.A, Arqueiras, Bárbaros, Cura, Gigante",141,974
193,8,3,1,Jogador_153,"Dragão, Cura, Gigante, Bola de Fogo, Arqueiras, Cavalaria, Canhão, Bárbaros","Canhão, Bárbaros, Arqueiras, Bola de Fogo, Mini P.E.K.K.A, P.E.K.K.A, Foguete, Gigante",1029,4227
194,4,3,0,Jogador_785,"Golem, Mago, Cavalaria, Bárbaros, Mini P.E.K.K.A, Canhão, Arqueiras, Cura","Bárbaros, Mago, Bola de Fogo, P.E.K.K.A, Cura, Cavalaria, Arqueiras, Golem",1169,4977
195,5,2,2,Jogador_428,"Arqueiras, Cavalaria, Foguete, Canhão, Gigante, Cura, Golem, Bola de Fogo","Bola de Fogo, P.E.K.K.A, Foguete, Bárbaros, Mini P.E.K.K.A, Dragão, Cura, Arqueiras",2072,328
196,7,1,3,Jogador_519,"Canhão, Bola de Fogo, Foguete, Golem, Cavalaria, Cura, Mago, P.E.K.K.A","Cavalaria, Gigante, Mini P.E.K.K.A, Canhão, P.E.K.K.A, Cura, Foguete, Bola de Fogo",4208,3132
197,6,0,1,Jogador_406,"P.E.K.K.A, Bola de Fogo, Mini P.E.K.K.A, Arqueiras, Canhão, Gigante, Golem, Dragão","P.E.K.K.A, Gigante, Bola de Fogo, Cura, Canhão, Bárbaros, Cavalaria, Golem",2425,2198
198,8,3,1,Jogador_471,"Foguete, P.E.K.K.A, Golem, Gigante, Dragão, Arqueiras, Mago, Bárbaros","Foguete, Mini P.E.K.K.A, Dragão, Cavalaria, Arqueiras, Bola de Fogo, P.E.K.K.A, Golem",2363,2645
199,8,1,0,Jogador_85,"Arqueiras, Canhão, Cavalaria, Dragão, Gigante, Golem, Foguete, Mini P.E.K.K.A","Bola de Fogo, Bárbaros, Cavalaria, P.E.K.K.A, Dragão, Mini P.E.K.K.A, Cura, Mago",2484,3200
200,10,0,1,Jogador_220,"Gigante, Golem, Canhão, Cura, Cavalaria, Foguete, Mini P.E.K.K.A, Mago","Bola de Fogo, Foguete, Arqueiras, Gigante, Golem, Dragão, Bárbaros, Canhão",4963,286
201,7,3,3,Jogador_107,"Mini P.E.K.K.A, Canhão, Dragão, Bárbaros, Bola de Fogo, Foguete, Golem, Arqueiras","Cura, Bola de Fogo, P.E.K.K.A, Bárbaros, Arqueiras, Cavalaria, Canhão, Dragão",2203,2692
202,5,3,2,Jogador_830,"Mini P.E.K.K.A, Canhão, Cura, Bola de Fogo, Dragão, Bárbaros, Arqueiras, Mago","Bárbaros, Dragão, P.E.K.K.A, Cavalaria, Foguete, Mini P.E.K.K.A, Cura, Arqueiras",4441,111
203,9,0,3,Jogador_34,"Golem, Mago, Canhão, Gigante, Mini P.E.K.K.A, Arqueiras, P.E.K.K.A, Bárbaros","Arqueiras, Cavalaria, Foguete, Canhão, Gigante, Cura, Golem, Bola de Fogo",2361,4768
204,9,1,3,Jogador_549,"Arqueiras, Dragão, Bola de Fogo, Canhão, Mini P.E.K.K.A, Mago, Gigante, Foguete","Cavalaria, Canhão, Golem, Gigante, Arqueiras, Cura, Dragão, Bola de Fogo",1202,4601
205,6,2,2,Jogador_794,"Mini P.E.K.K.A, Mago, Cura, P.E.K.K.A, Dragão, Foguete, Gigante, Cavalaria","Golem, Bárbaros, Cura, Bola de Fogo, Gigante, P.E.K.K.A, Foguete, Dragão",4998,1703
206,8,1,1,Jogador_900,"Bola de Fogo, Mago, Canhão, Gigante, Golem, P.E.K.K.A, Foguete, Mini P.E.K.K.A","Mago, Arqueiras, P.E.K.K.A, Foguete, Dragão, Bola de Fogo, Bárbaros, Gigante",3362,2589
207,7,2,0,Jogador_876,"Canhão, Cavalaria, Arqueiras, Dragão, Bola de Fogo, Mago, Mini P.E.K.K.A, Cura","Bola de Fogo, Cura, P.E.K.K.A, Foguete, Dragão, Gigante, Arqueiras, Canhão",584,1576
208,8,2,2,Jogador_847,"Arqueiras, P.E.K.K.A, Mini P.E.K.K.A, Dragão, Cura, Cavalaria, Canhão, Golem","Foguete, Canhão, Arqueiras, Mini P.E.K.K.A, P.E.K.K.A, Golem, Bola de Fogo, Mago",26,2165
209,3,1,0,Jogador_123,"Gigante, Mago, Golem, Bárbaros, Dragão, Mini P.E.K.K.A, Canhão, Foguete","P.E.K.K.A, Cura, Foguete, Bárbaros, Bola de Fogo, Mini P.E.K.K.A, Canhão, Gigante",2115,1886
210,8,0,2,Jogador_407,"Cura, Golem, Arqueiras, Mago, Bola de Fogo, P.E.K.K.A, Canhão, Mini P.E.K.K.A","Cura, Mini P.E.K.K.A, P.E.K.K.A, Canhão, Cavalaria, Bárbaros, Foguete, Gigante",3356,173
211,4,2,2,Jogador_731,"Foguete, Golem, Canhão, Bárbaros, Gigante, Arqueiras, Cavalaria, Cura","Golem, Cavalaria, Cura, Mini P.E.K.K.A, Bola de Fogo, Canhão, Foguete, Mago",1084,3700
212,9,1,2,Jogador_679,"Canhão, Arqueiras, Bola de Fogo, Foguete, Cavalaria, Mini P.E.K.K.A, P.E.K.K.A, Cura","Dragão, Bola de Fogo, Mini P.E.K.K.A, Arqueiras, Cavalaria, Foguete, Mago, Bárbaros",4982,3954
213,7,0,0,Jogador_844,"Bárbaros, Cura, Bola de Fogo, Gigante, Arqueiras, Cavalaria, Foguete, P.E.K.K.A","Mago, Canhão, Foguete, Gigante, Arqueiras, P.E.K.K.A, Cavalaria, Dragão",1160,2462
214,8,3,0,Jogador_366,"Mini P.E.K.K.A, Gigante, Cura, Canhão, Bárbaros, P.E.K.K.A, Arqueiras, Bola de Fogo","Gigante, Arqueiras, Foguete, Bola de Fogo, Bárbaros, Mago, Mini P.E.K.K.A, Golem",786,2805
215,3,3,1,Jogador_280,"Bola de Fogo, Canhão, Mago, Mini P.E.K.K.A, P.E.K.K.A, Dragão, Arqueiras, Foguete","Mini P.E.K.K.A, Dragão, Gigante, Bola de Fogo, Arqueiras, Cavalaria, P.E.K.K.A, Bárbaros",1388,3551
216,3,3,0,Jogador_133,"Dragão, Mago, Mini P.E.K.K.A, Cavalaria, Cura, Golem, Bola de Fogo, Foguete","Mago, Gigante, Bárbaros, Arqueiras, Mini P.E.K.K.A, P.E.K.K.A, Dragão, Bola de Fogo",4895,497
217,10,1,0,Jogador_382,"Mago, Bárbaros, Cavalaria, Gigante, Dragão, P.E.K.K.A, Cura, Canhão","Bola de Fogo, Bárbaros, Foguete, Arqueiras, Mago, Cura, Canhão, Golem",4429,4248
218,6,3,1,Jogador_972,"Mago, Gigante, P.E.K.K.A, Mini P.E.K.K.A, Bárbaros, Golem, Cura, Arqueiras","Cavalaria, Foguete, Bola de Fogo, P.E.K.K.A, Gigante, Cura, Mago, Dragão",3369,755
